Nombre,Partido,Presidente,fecha_start,fecha_end,cartera
Augusto B. Leguía,Partido Civil,Serapio Calderón,1904-04-18 00:00:00,1904-05-14 00:00:00,MEF
Juan José Reinoso,,Serapio Calderón,1904-05-15 00:00:00,1904-09-23 00:00:00,MEF
Augusto B. Leguía,Partido Civil,José Pardo y Barreda,1904-09-24 00:00:00,1907-08-01 00:00:00,MEF
Germán Schreiber Waddington,Partido Civil,José Pardo y Barreda,1907-08-02 00:00:00,1908-09-23 00:00:00,MEF
Eulogio Romero Salcedo,,Augusto B. Leguía,1908-09-24 00:00:00,1909-06-07 00:00:00,MEF
Agustín de la Torre González,,Augusto B. Leguía,1909-06-08 00:00:00,1909-11-01 00:00:00,MEF
Carlos Forero Osorio,Partido Demócrata,Augusto B. Leguía,1909-11-02 00:00:00,1910-02-04 00:00:00,MEF
Severiano Bezada,Partido Civil,Augusto B. Leguía,1910-02-05 00:00:00,1910-03-13 00:00:00,MEF
Germán Schreiber Waddington,Partido Civil,Augusto B. Leguía,1910-03-14 00:00:00,1910-11-02 00:00:00,MEF
Enrique Oyanguren,,Augusto B. Leguía,1910-11-03 00:00:00,1911-08-31 00:00:00,MEF
Daniel Castillo,,Augusto B. Leguía,1911-09-01 00:00:00,1911-10-16 00:00:00,MEF
Ernesto L. Raez,,Augusto B. Leguía,1911-10-17 00:00:00,1912-08-15 00:00:00,MEF
Flavio A. Castañeda,,Augusto B. Leguía,1912-08-16 00:00:00,1912-09-23 00:00:00,MEF
Baldomero F. Maldonado,,Guillermo Billinghurst,1912-09-24 00:00:00,1913-02-24 00:00:00,MEF
Felipe Derteano,,Guillermo Billinghurst,1913-02-25 00:00:00,1913-06-16 00:00:00,MEF
José Balta Paz,Partido Liberal,Guillermo Billinghurst,1913-06-17 00:00:00,1913-07-26 00:00:00,MEF
Baldomero F. Maldonado,,Guillermo Billinghurst,1913-07-27 00:00:00,1913-12-22 00:00:00,MEF
Armando José Vélez Mendoza,,Guillermo Billinghurst,1913-12-23 00:00:00,1914-02-03 00:00:00,MEF
José Balta Paz,Partido Liberal,Óscar R. Benavides (Junta Militar),1914-02-04 00:00:00,1914-05-14 00:00:00,MEF
Luis Felipe Villarán Godoy,Partido Civil,Óscar R. Benavides,1914-05-15 00:00:00,1914-08-21 00:00:00,MEF
Francisco Tudela y Varela,Partido Civil,Óscar R. Benavides,1914-08-22 00:00:00,1914-09-21 00:00:00,MEF
Aurelio Sousa y Matute,,Óscar R. Benavides,1914-09-22 00:00:00,1914-11-10 00:00:00,MEF
Germán Schreiber Waddington,Partido Civil,Óscar R. Benavides,1914-11-11 00:00:00,1915-02-17 00:00:00,MEF
Enrique Oyanguren,,Óscar R. Benavides,1915-02-18 00:00:00,1915-08-17 00:00:00,MEF
Aurelio García y Lastres,,José Pardo y Barreda,1915-08-18 00:00:00,1917-07-26 00:00:00,MEF
Baldomero F. Maldonado,,José Pardo y Barreda,1917-07-27 00:00:00,1918-02-25 00:00:00,MEF
Germán Arenas y Loayza,,José Pardo y Barreda,1918-02-26 00:00:00,1918-04-21 00:00:00,MEF
Victor M. Maúrtua,,José Pardo y Barreda,1918-04-22 00:00:00,1918-12-17 00:00:00,MEF
Héctor Escardó Salazar,,José Pardo y Barreda,1918-12-18 00:00:00,1919-07-03 00:00:00,MEF
Ismael de Idiáquez,,Augusto B. Leguía,1919-07-04 00:00:00,1919-08-11 00:00:00,MEF
Fernando C. Fuchs,,Augusto B. Leguía,1919-08-12 00:00:00,1921-05-07 00:00:00,MEF
M. A. Rodríguez Dulanto,,Augusto B. Leguía,1921-05-07 00:00:00,1924-05-05 00:00:00,MEF
Marcial Pastor,,Augusto B. Leguía,1924-05-05 00:00:00,1924-10-11 00:00:00,MEF
Enrique de la Piedra,,Augusto B. Leguía,1924-10-12 00:00:00,1925-06-18 00:00:00,MEF
Benjamín Huamán de los Heros,,Augusto B. Leguía,1925-06-19 00:00:00,1925-09-23 00:00:00,MEF
Manuel Gregorio Masías,,Augusto B. Leguía,1925-09-24 00:00:00,1930-07-31 00:00:00,MEF
Fernando C. Fuchs,,Augusto B. Leguía,1930-08-01 00:00:00,1930-08-24 00:00:00,MEF
Ricardo E. Llona,Militar,Luis Sánchez Cerro,1930-08-25 00:00:00,1930-11-23 00:00:00,MEF
Manuel Augusto Olaechea,,Luis Sánchez Cerro,1930-11-24 00:00:00,1931-01-30 00:00:00,MEF
Pedro Bustamante y Santisteban,,Luis Sánchez Cerro,1931-01-31 00:00:00,1931-02-23 00:00:00,MEF
Gerardo Balbuena Carrillo,,Luis Sánchez Cerro,1931-02-24 00:00:00,1931-03-10 00:00:00,MEF
Manuel A. Vinelli,,David Samanez Ocampo,1931-03-11 00:00:00,1931-07-22 00:00:00,MEF
Emilio L. Gómez de la Torre,,David Samanez Ocampo,1931-07-23 00:00:00,1931-12-07 00:00:00,MEF
José G. Cateriano,,Luis Sánchez Cerro,1931-12-08 00:00:00,1932-01-28 00:00:00,MEF
Francisco R. Lanatta,,Luis Sánchez Cerro,1932-01-29 00:00:00,1932-04-12 00:00:00,MEF
Ignacio A. Brandariz,,Luis Sánchez Cerro,1932-04-13 00:00:00,1933-04-29 00:00:00,MEF
Ignacio A. Brandariz,,Óscar R. Benavides,1933-04-30 00:00:00,1933-06-25 00:00:00,MEF
Alfredo Solf y Muro,,Óscar R. Benavides,1933-06-26 00:00:00,1933-11-23 00:00:00,MEF
Benjamín Roca García,,Óscar R. Benavides,1933-11-24 00:00:00,1935-05-20 00:00:00,MEF
Fernando Tola Cires,,Óscar R. Benavides,1935-05-21 00:00:00,1935-09-30 00:00:00,MEF
Manuel Ugarteche,,Óscar R. Benavides,1935-10-01 00:00:00,1936-10-22 00:00:00,MEF
Teófilo Iglesias Rodríguez,,Óscar R. Benavides,1936-10-23 00:00:00,1937-10-28 00:00:00,MEF
Benjamín Roca García,,Óscar R. Benavides,1937-10-29 00:00:00,1938-11-30 00:00:00,MEF
Manuel Ugarteche,,Óscar R. Benavides,1938-12-01 00:00:00,1939-12-07 00:00:00,MEF
Óscar Ramos Cabieses,,Manuel Prado Ugarteche,1939-12-08 00:00:00,1940-04-05 00:00:00,MEF
David Dasso,,Manuel Prado Ugarteche,1940-04-06 00:00:00,1942-08-23 00:00:00,MEF
Julio L. East,,Manuel Prado Ugarteche,1942-08-24 00:00:00,1945-07-27 00:00:00,MEF
Rómulo Ferrero Rebagliati,,José Bustamante y Rivero,1945-07-28 00:00:00,1945-09-30 00:00:00,MEF
Carlos Montero Bernales,,José Bustamante y Rivero,1945-10-01 00:00:00,1946-01-28 00:00:00,MEF
Manuel Vásquez Díaz,,José Bustamante y Rivero,1946-01-29 00:00:00,1947-01-12 00:00:00,MEF
Luis Echecopar García,,José Bustamante y Rivero,1947-01-13 00:00:00,1948-02-26 00:00:00,MEF
Roque A. Saldías,Marino,José Bustamante y Rivero,1948-02-27 00:00:00,1948-06-16 00:00:00,MEF
Manuel B. Llosa Argüelles,,José Bustamante y Rivero,1948-06-17 00:00:00,1948-09-16 00:00:00,MEF
Rómulo Ferrero Rebagliati,,José Bustamante y Rivero,1948-09-17 00:00:00,1948-10-26 00:00:00,MEF
Luis Ramírez Ortiz,Militar,Junta Militar,1948-10-27 00:00:00,1949-10-26 00:00:00,MEF
Emilio Pereyra Marquina,Militar,Junta Militar,1949-10-27 00:00:00,1950-07-27 00:00:00,MEF
Andrés F. Dasso Hoke,,Manuel A. Odría,1950-07-28 00:00:00,1952-08-31 00:00:00,MEF
Emilio Romero Padilla,,Manuel A. Odría,1952-09-01 00:00:00,1954-02-01 00:00:00,MEF
Emilio Guimoye Hernández,,Manuel A. Odría,1954-02-02 00:00:00,1955-12-08 00:00:00,MEF
Jaime Miranda Sousa,,Manuel A. Odría,1955-12-09 00:00:00,1955-12-23 00:00:00,MEF
Roque A. Saldías,Marino,Manuel A. Odría,1955-12-24 00:00:00,1956-07-27 00:00:00,MEF
Juan Pardo Heeren,,Manuel Prado Ugarteche,1956-07-28 00:00:00,1958-01-09 00:00:00,MEF
Augusto Thorndike Galup,,Manuel Prado Ugarteche,1958-01-10 00:00:00,1958-06-09 00:00:00,MEF
Luis Gallo Porras,MDP,Manuel Prado Ugarteche,1958-06-10 00:00:00,1959-07-19 00:00:00,MEF
Pedro G. Beltrán,Independiente,Manuel Prado Ugarteche,1959-07-20 00:00:00,1961-04-25 00:00:00,MEF
Alex Zarak Risi,,Manuel Prado Ugarteche,1961-04-26 00:00:00,1962-07-16 00:00:00,MEF
Augusto Valdez Oviedo,Militar,Junta Militar,1962-07-17 00:00:00,1963-07-27 00:00:00,MEF
Javier Salazar Villanueva,,Fernando Belaúnde,1963-07-28 00:00:00,1964-10-02 00:00:00,MEF
Carlos Morales Macchiavello,,Fernando Belaúnde,1964-10-03 00:00:00,1965-09-14 00:00:00,MEF
Sandro Mariátegui Chiappe,Acción Popular,Fernando Belaúnde,1965-09-15 00:00:00,1967-09-07 00:00:00,MEF
Tulio de Andrea Marcazzolo,,Fernando Belaúnde,1967-09-08 00:00:00,1968-01-28 00:00:00,MEF
Raúl Ferrero Rebagliati,,Fernando Belaúnde,1968-01-29 00:00:00,1968-03-19 00:00:00,MEF
Francisco Morales Bermúdez,Militar,Fernando Belaúnde,1968-03-20 00:00:00,1968-05-31 00:00:00,MEF
Manuel Ulloa Elías,Acción Popular,Fernando Belaúnde,1968-06-01 00:00:00,1968-10-02 00:00:00,MEF
Ángel Valdivia Morriberón,Militar,Juan Velasco Alvarado,1968-10-03 00:00:00,1969-03-01 00:00:00,MEF
Francisco Morales Bermúdez,s/p,Juan Velasco Alvarado,1969-03-01 00:00:00,1974-01-02 00:00:00,MEF
Guillermo Marcó del Pont,s/p,Juan Velasco Alvarado,1974-01-02 00:00:00,1974-07-18 00:00:00,MEF
Amílcar Vargas Gavilano,s/p,Juan Velasco Alvarado,1974-07-18 00:00:00,1975-08-30 00:00:00,MEF
Luis Barúa Castañeda,Independiente,Francisco Morales Bermúdez,1975-09-02 00:00:00,1977-05-16 00:00:00,MEF
Walter Piazza Tanguis,Independiente,Francisco Morales Bermúdez,1977-05-16 00:00:00,1977-07-06 00:00:00,MEF
Alcibíades Sáenz Barsallo,s/p,Francisco Morales Bermúdez,1977-07-06 00:00:00,1978-05-15 00:00:00,MEF
Javier Silva Ruete,Independiente,Francisco Morales Bermúdez,1978-05-15 00:00:00,1980-07-28 00:00:00,MEF
Manuel Ulloa Elías,Acción Popular,Fernando Belaúnde Terry,1980-07-28 00:00:00,1983-01-03 00:00:00,MEF
Carlos Rodríguez Pastor Mendoza,Independiente,Fernando Belaúnde Terry,1983-01-03 00:00:00,1984-03-21 00:00:00,MEF
José Benavides Muñoz,Acción Popular,Fernando Belaúnde Terry,1984-03-21 00:00:00,1985-01-29 00:00:00,MEF
Guillermo Garrido-Lecca Álvarez-Calderón,Independiente,Fernando Belaúnde Terry,1985-01-29 00:00:00,1985-07-28 00:00:00,MEF
Luis Alva Castro,Partido Aprista Peruano,Alan García,1985-07-28 00:00:00,1987-07-28 00:00:00,MEF
Gustavo Saberbein Chevalier,Independiente,Alan García,1987-07-28 00:00:00,1988-05-16 00:00:00,MEF
César Robles Freyre,Partido Aprista Peruano,Alan García,1988-05-16 00:00:00,1988-09-02 00:00:00,MEF
Abel Salinas Izaguirre,Partido Aprista Peruano,Alan García,1988-09-02 00:00:00,1988-11-28 00:00:00,MEF
Carlos Rivas Dávila,Partido Aprista Peruano,Alan García,1988-11-28 00:00:00,1989-05-15 00:00:00,MEF
César Vásquez Bazán,Independiente,Alan García,1989-05-15 00:00:00,1990-07-28 00:00:00,MEF
Juan Carlos Hurtado Miller,Acción Popular,Alberto Fujimori,1990-07-28 00:00:00,1991-02-15 00:00:00,MEF
Carlos Boloña Behr,Independiente,Alberto Fujimori,1991-02-15 00:00:00,1993-01-08 00:00:00,MEF
Jorge Camet Dickmann,Independiente,Alberto Fujimori,1993-01-09 00:00:00,1998-06-06 00:00:00,MEF
Jorge Baca Campodónico,Independiente,Alberto Fujimori,1998-06-06 00:00:00,1999-01-04 00:00:00,MEF
Víctor Joy Way,Nueva Mayoría,Alberto Fujimori,1999-01-05 00:00:00,1999-10-13 00:00:00,MEF
Efraín Goldenberg Schreiber,Independiente,Alberto Fujimori,1999-10-15 00:00:00,2000-07-28 00:00:00,MEF
Carlos Boloña Behr,Independiente,Alberto Fujimori,2000-07-28 00:00:00,2000-11-25 00:00:00,MEF
Javier Silva Ruete,Somos Perú,Valentín Paniagua,2000-11-25 00:00:00,2001-07-28 00:00:00,MEF
Pedro Pablo Kuczynski,Independiente,Alejandro Toledo,2001-07-28 00:00:00,2002-07-11 00:00:00,MEF
Javier Silva Ruete,Independiente,Alejandro Toledo,2002-07-12 00:00:00,2003-07-25 00:00:00,MEF
Jaime Quijandría Salmón,Independiente,Alejandro Toledo,2003-07-25 00:00:00,2004-02-16 00:00:00,MEF
Pedro Pablo Kuczynski,Independiente,Alejandro Toledo,2004-02-16 00:00:00,2005-08-16 00:00:00,MEF
Fernando Zavala Lombardi,Independiente,Alejandro Toledo,2005-08-16 00:00:00,2006-07-28 00:00:00,MEF
Luis Carranza Ugarte,Independiente,Alan García,2006-07-28 00:00:00,2008-07-14 00:00:00,MEF
Luis Valdivieso Montano,Independiente,Alan García,2008-07-14 00:00:00,2009-01-19 00:00:00,MEF
Luis Carranza Ugarte,Independiente,Alan García,2009-01-19 00:00:00,2009-12-22 00:00:00,MEF
Mercedes Aráoz Fernández,Partido Aprista Peruano,Alan García,2009-12-22 00:00:00,2010-09-12 00:00:00,MEF
Ismael Benavides Ferreyros,Independiente,Alan García,2010-09-14 00:00:00,2011-07-28 00:00:00,MEF
Luis Miguel Castilla Rubio,Independiente,Ollanta Humala,2011-07-28 00:00:00,2014-09-14 00:00:00,MEF
Alonso Segura Vasi,Independiente,Ollanta Humala,2014-09-14 00:00:00,2016-07-28 00:00:00,MEF
Alfredo Thorne Vetter,Peruanos Por el Kambio,Pedro Pablo Kuczynski,2016-07-28 00:00:00,2017-06-22 00:00:00,MEF
Fernando Zavala Lombardi,Independiente,Pedro Pablo Kuczynski,2017-06-23 00:00:00,2017-09-17 00:00:00,MEF
Claudia Cooper Fort,Independiente,Pedro Pablo Kuczynski,2017-09-17 00:00:00,2018-04-02 00:00:00,MEF
David Tuesta Cárdenas,Independiente,Martín Vizcarra,2018-04-02 00:00:00,2018-06-04 00:00:00,MEF
Carlos Oliva Neyra,Independiente,Martín Vizcarra,2018-06-07 00:00:00,2019-09-30 00:00:00,MEF
María Antonieta Alva Luperdi,Independiente,Martín Vizcarra,2019-10-03 00:00:00,2020-11-09 00:00:00,MEF
José Arista Arbildo,Independiente,Manuel Merino,2020-11-12 00:00:00,2020-11-17 00:00:00,MEF
Waldo Mendoza Bellido,Independiente,Francisco Sagasti,2020-11-18 00:00:00,2021-07-29 00:00:00,MEF
Pedro Francke Ballvé,Nuevo Perú,Pedro Castillo,2021-07-30 00:00:00,2022-02-01 00:00:00,MEF
Óscar Graham Yamahuchi,Independiente,Pedro Castillo,2022-02-01 00:00:00,2022-08-05 00:00:00,MEF
Kurt Burneo Farfán,Independiente,Pedro Castillo,2022-08-05 00:00:00,2022-12-07 00:00:00,MEF
Alex Contreras Miranda,Independiente,Dina Boluarte,2022-12-10 00:00:00,2024-02-13 00:00:00,MEF
José Arista Arbildo,Independiente,Dina Boluarte,2024-02-13 00:00:00,2025-01-31 00:00:00,MEF
José Salardi Rodríguez,Independiente,Dina Boluarte,2025-01-31 00:00:00,2025-05-13 00:00:00,MEF
Raúl Pérez-Reyes Espejo,Independiente,Dina Boluarte,2025-05-13 00:00:00,2025-10-10 00:00:00,MEF
Denisse Miralles Miralles,Independiente,José Jerí,2025-10-14 00:00:00,2026-02-17 00:00:00,MEF
Gerardo López Gonzales,Independiente,José María Balcázar,2026-02-24 00:00:00,2026-03-17 00:00:00,MEF
Rodolfo Acuña Namihas,Independiente,José María Balcázar,2026-03-17 00:00:00,,MEF
